GENE	Sample1	Sample2
KMT2D	36.7325	4.1296
KMT2C	22.4971	8.95005
KMT2B	31.9279	15.2153
KMT2E	168.154830066574	90.025
MLLT10	6.39015	16.3766
MLLT11	0	0
MLLT1	35.5251	28.724
MLLT3	28.3266	37.0527
MLLT4	12.4233	8.52281
MLLT6	301.1013	111.5468
KMT2A	60.9358	51.00782
MLNR	0	0
MLN	0	0
MLPH	8.23053	0
MLST8	47.0801	0
MLXIPL	0	0
MLXIP	50.8443	12.0335
MLX	61.344	14.1565
MLYCD	0	7.46127
MMAA	0	15.4287
MMAB	0	3.95074
MMACHC	0	0
MMADHC	34.3343	11.5511
MMD2	0	0
MMD	8.58512	5.98446
MMEL1	0	0
MME	0	2.8715996745985
MMGT1	12.713804	26.8386682
MMP10	0	0
MMP11	0	0
MMP12	0	0
MMP13	0	0
MMP14	6.52204	4.58601
MMP15	0	0
MMP16	0	0
MMP17	10.3194	7.14145
MMP19	15.57982126	0
MMP1	0	0
MMP20	0	0
MMP21	0	0
MMP23B	0	14.6039
MMP24	5.28226	7.46766
MMP25	25.9962	37.8268
MMP26	0	0
MMP27	0	0
MMP28	0	0
MMP2	0	0
MMP3	0	0
MMP7	0	0
MMP8	8.62866	0
MMP9	10.1026	6.99773
MMRN1	0	0
MMRN2	6.57047	0
MMS19	54.3226	11.3867
MN1	0	0
MNAT1	0	0
MND1	0	0
MNDA	523.373	365.833
MNS1	0	0
MNT	28.2646	16.6899
MNX1	0	0
MOAP1	33.8874	60.8498
MOB2	18.2132	24.4066
MOB1B	31.0621249257	0
MOB1A	74.8243	37.5261
MOB3A	132.049998	92.2561
MOB3B	3.4678	0
MOB3C	0	5.80839871
MOB4	8.4596738622	17.70122686194
MOBP	0	0
MOCOS	0	0
MOCS1	0	4.13116
MOCS2	18.7061	25.0174
MOCS3	0	6.64038
MOGAT1	0	0
MOGAT2	0	0
MOGAT3	0	0
MOGS	68.3156	49.147138632847
MOG	0	0
MON1A	27.693	14.6761
MON1B	55.9191	5.7623900637862
MON2	14.085223968	3.4461
MORC1	0	0
MORC2	10.2369	10.8617
MORC3	21.5826	26.685
MORC4	75.1077	17.93467
MORF4L1	79.7819763	145.43130233
MORF4L2	26.546261696	35.9292
MORN1	0	0
MORN2	0	0
MORN3	0	0
MORN4	0	0
MORN5	0	0
MARC1	31.6522	0
MARC2	0	0
MOSPD1	0	0
MOSPD2	14.63174	0
MOSPD3	0	66.0473
MOS	0	0
MOV10L1	0	0
MOV10	45.8843	23.240262
MOXD1	0	5.48947
MPDU1	69.96364	10.240945
MPDZ	0	0
MPEG1	415.96	224.434
MPG	67.8644	48.9293
MPHOSPH10	28.3888	46.0052
MPHOSPH6	0	30.4463
MPHOSPH8	81.73665	67.8498
MPHOSPH9	25.5458	0
MPI	59.0846	21.147400178009
MPL	6.3604908	0
MPND	32.5172	55.3186
MPO	0	0
MPP1	119.276	67.3569
MPP2	0	0
MPP3	0	0
MPP4	0	0
MPP5	0	0
MPP6	0	0
MPP7	0	6.380020285572
MPPE1	23.51165	34.66387
MPPED1	0	0
MPPED2	0	0
MPRIP	91.7458986162	51.209310172524
MPST	3.77239	25.056596801
MPV17L2	18.2734	0
MPV17L	0	0
MPV17	128.681	18.7802
MPZL1	10.0235	7.09342
MPZL2	0	0
MPZL3	75.5816	0
MPZ	14.1476	0
MR1	0	0
MRAP2	0	0
MRAP	0	0
MRAS	0	4.1732
MRC1	0	0
MRC2	0	0
MRE11A	13.2916	3.1430544
MREG	0	0
MRFAP1L1	76.8316	62.4919
MRFAP1	127.446	161.596
MRGPRD	0	0
MRGPRE	0	0
MRGPRF	0	0
MRGPRG	0	0
MRGPRX1	0	0
MRGPRX2	0	0
MRGPRX3	0	0
MRGPRX4	0	0
MRI1	40.6347	0
MRM1	26.2315	25.7836
MRO	0	0
MRPL57	8.94996	40.818
MRPL10	27.6756	66.0669
MRPL11	32.3508	31.1244
MRPL12	51.7734	33.6489
MRPL13	0	16.5631
MRPL14	70.5037	0
MRPL15	0	0
MRPL16	42.6822	56.4842
MRPL17	0	0
MRPL18	26.634768583	34.5203884674
MRPL19	0	15.2813
MRPL1	0	18.0388
MRPL20	22.0649	117.147
MRPL21	0	74.3159
MRPL22	7.60513	15.9696
MRPL23	148.835	23.158
MRPL24	59.7443	95.5843
MRPL27	39.7497	49.0125
MRPL28	72.0917	34.7454
MRPL2	0	15.1798
MRPL30	0	19.0511
MRPL32	89.135	20.462
MRPL33	83.2106	88.4482
MRPL34	0	52.2315
MRPL35	32.7096	4.90528
MRPL36	94.6351	56.7513
MRPL37	21.403	56.63426
MRPL38	46.4214	41.9344
MRPL39	47.3411	0
MRPL3	15.2393	47.5271
MRPL40	35.3081	44.265
MRPL41	145.056	57.7763
MRPL42	35.42688709	8.1225414129
MRPL43	61.8513	0
MRPL44	13.8205	37.708
MRPL45	14.2754	46.7356
MRPL46	0	50.62817
MRPL47	42.8475	16.2766
MRPL48	79.6168	51.6135
MRPL49	11.8944	12.3278
MRPL4	37.667	25.1749
MRPL50	25.2658	0
MRPL51	83.239	50.9647
MRPL52	45.95374655	33.5443
MRPL53	47.5209	85.4301
MRPL54	0	139.649
MRPL55	0	0
MRPL9	38.6544	38.6755
MRPS10	22.191761234	30.6163423682
MRPS11	73.0017	16.2932
MRPS12	0	34.7077
MRPS14	23.6959	15.5336
MRPS15	53.9847	17.4675
MRPS16	26.664758	18.56434834862
MRPS17	0	0
MRPS18A	26.634824258	15.8256
MRPS18B	65.4603	56.4112
MRPS18C	0	52.3834
MRPS21	319.8657	154.0473
MRPS22	22.6989	61.2423
MRPS23	0	37.5603
MRPS24	120.549	74.201
MRPS25	45.95980248284	14.2978
MRPS26	148.707	64.7112
MRPS27	21.0166	59.01868233904
MRPS28	0	46.5064
MRPS2	53.8416	43.9811
MRPS30	29.0572	0
MRPS31	0	24.8233
MRPS33	40.8508	50.1655
MRPS34	129.89	67.5109
MRPS35	0	37.531
MRPS36	0	25.037
MRPS5	46.6171	10.525
MRPS6	0	135.329
MRPS7	76.3331	22.82474
MRPS9	50.5982	22.7248
MRRF	31.056201197	0
MRS2	13.6247	0
MRTO4	21.1061	7.19607
MRVI1	3.94813	5.61341
MS4A10	0	0
MS4A12	0	0
MS4A13	0	0
MS4A14	35.3701	0
MS4A15	0	0
MS4A1	21.096344115	11.5082
MS4A2	6.18467	0
MS4A3	0	0
MS4A4A	0	12.6572
MS4A5	0	0
MS4A6A	237.108	296.3228
MS4A6E	0	0
MS4A7	109.1974	17.299600128387
MS4A8	0	0
MSC	0	7.96273
MSGN1	0	0
MSH2	9.15735	6.36807
MSH3	0	10.5004
MSH4	0	0
MSH5	9.75937	5.2764
MSH6	6.00502	4.63384
MSI1	0	0
MSI2	47.8957	25.7287
MSL1	134.131	42.4775
MSL2	35.3959	30.9793
MSL3P1	0	0
MSL3	61.74751181283	36.1756320257
MSLN	0	0
MSMB	0	0
MSMP	0	0
MSN	520.662	595.763
MSR1	15.7295	0
MSRA	36.3665	12.1847
MSRB2	0	0
MSRB3	0	0
MST1R	0	0
MST1	16.5402	0
STK26	37.3704	34.156
MSTN	0	0
MSTO1	29.6611	0
MSX1	0	0
MSX2	0	0
MT1A	0	0
MT1B	0	0
MT1E	61.7057	0
MT1F	0	40.9413
MT1G	0	0
MT1H	0	0
MT1L	0	0
MT1M	0	0
MT1X	0	45.2244
MT2A	243.227	0
MT3	0	0
MT4	0	0
MTA1	100.5393	39.3145300701937
MTA2	104.243	53.126
MTA3	12.95012	8.86569
MTAP	0	3.48641
MTBP	17.7884	0
MTCH1	210.3385	65.3012
MTCH2	18.8212	6.53725
CMC4	0	16.6147
MTCP1	0	0
MTDH	39.9712	67.1978
MTERF3	0	14.4659
MTERF4	78.0584	31.4714
MTERF2	37.9579	0
MTERF1	0	0
MTF1	12.197312	8.375525
MTF2	12.1437	20.4759440033
MTFMT	0	0
MTFR1	0	0
MTG1	42.8061	0
MTHFD1L	7.15032	13.7804
MTHFD1	0	9.67408
MTHFD2L	0	6.89813
MTHFD2	38.3247	26.2539
MTHFR	18.845	13.6014
MTHFSD	7.74627207	0
MTHFS	0	38.3253
MTIF2	27.876	7.26801
MTIF3	52.8244004137	34.2616
MTL5	0	0
MTM1	0	10.0635915363
MTMR10	16.4594	14.29919
MTMR11	40.1901	5.69469
MTMR12	18.7831	9.98268
MTMR14	40.3183	80.97018
FAN1	8.53214	6.61248
MTMR1	32.3623	3.87307
MTMR2	14.9203282463	10.700995472271
MTMR3	35.450029528	9.0562845286
MTMR4	15.5674	5.53474
MTMR6	20.18673	9.29431
MTMR7	0	0
MTMR8	0	0
MTMR9	6.05222	2.30313
MTNR1A	0	0
MTNR1B	0	0
MTO1	97.26350125304	6.19301
MTOR	28.545817	7.37526
MTFP1	43.2243	14.285
MTPAP	7.32769	0
MTRF1L	19.033	12.8999
MTRF1	27.8534	11.411
MTRR	0	10.3435
MTR	61.87835	0
MTSS1L	4.57912	0
MTSS1	32.3485	13.1031008408025
MTTP	0	0
MTUS1	6.41982	0
MTUS2	0	0
MTX1	39.7574	20.1951
MTX2	0	11.9659
MTX3	17.674717564	0.89755949554
MUC12	0	0
MUC13	0	0
MUC15	0	0
MUC16	0	0
MUC17	0	0
MUC1	0	0
MUC20	0	0
MUC21	0	0
MUC4	0	0
MUC5B	0	0
MUC6	0	0
MUC7	0	0
MUCL1	0	0
AP5M1	48.0339	9.60821
MUL1	9.57351	6.6459
MUM1L1	0	0
MUM1	56.2619	12.4778
MURC	0	0
MUS81	88.3802	7.10655
MUSK	0	0
MUSTN1	83.4108	0
BLOC1S5	10.4264	18.5499
MUTYH	19.8831	0
MUT	15.7462	5.50458
MVD	0	45.8119
MVK	0	18.5802
MVP	229.438984264	111.91468
MX1	50.1862	87.78408
MX2	68.48561	97.0968
MXD1	81.87628	17.64092302
MXD3	0	0
MXD4	85.3681	42.9536
MXI1	7.62874053	26.6960284387
MXRA5	0	0
MXRA7	0	0
MXRA8	0	0
MYADML2	0	0
MYADML	0	0
MYADM	83.8583	75.663
MYBBP1A	68.855	15.8074
MYBL1	49.933	16.13747
MYBL2	0	6.1715
MYBPC1	0	0
MYBPC2	0	0
MYBPC3	0	0
MYBPHL	0	0
MYBPH	0	0
MYB	6.44789	0
MYCBP2	45.208687	46.2097235
MYCBPAP	0	0
MYCBP	22.751	25.3922
MYCL	21.32	34.8934
MYCNOS	0	0
MYCN	0	0
MYCT1	0	0
MYC	49.8526	48.3704
MYD88	271.7546212	67.2379
MYEF2	0	0
MYEOV2	0	241.932
MYEOV	0	0
MYF5	0	0
MYF6	0	0
MYH10	0	0
MYH11	0	0
MYH13	0	0
MYH14	0	0
MYH15	0	0
MYH1	0	0
MYH2	0	0
MYH3	0	0
MYH4	0	0
MYH6	0	0
MYH7B	0	0
MYH7	0	0
MYH8	0	0
MYH9	446.4573	401.221
MYL10	0	0
MYL12A	607.979	858.0915
MYL12B	453.81	433.284
MYL1	0	0
MYL2	0	0
MYL3	0	0
MYL4	0	0
MYL5	42.9948	0
MYL6B	0	0
MYL6	967.42	947.317
MYL7	0	0
MYL9	0	14.059
MYLIP	24.285	45.2354
MYLK2	0	0
MYLK3	3.3742	0
MYLK4	0	0
MYLK	8.80097	0
MYLPF	0	0
MYNN	17.6921	0
MYO10	0	0
MYO15A	0	0
MYO16	0	0
MYO18A	84.28862	28.7969
MYO18B	0	0
MYO19	22.07906	5.01289
MYO1A	0	0
MYO1B	0	0
MYO1C	9.2959	3.424866
MYO1D	14.9812	0
MYO1E	0	3.42886
MYO1F	441.278	144.069
MYO1G	363.80446	219.15
MYO1H	0	0
MYO3A	0	0
MYO3B	0	0
MYO5A	81.3681751	15.56511704
MYO5B	0	0
MYO5C	0	0
MYO6	0	0
MYO7A	8.20306	0
MYO7B	0	14.25126
MYO9A	5.67821	11.9555
MYO9B	182.32551900801	48.87889
MYOCD	0	0
MYOC	0	0
MYOD1	0	0
MYOF	19.8187	11.8411975
MYOG	0	0
MYOM1	4.08673	0
MYOM2	13.7881	0
MYOM3	0	0
MYOT	0	0
MYOZ1	0	0
MYOZ2	0	0
MYOZ3	0	0
MYPN	21.6488	0
MYPOP	12.7161	0
MYRIP	0	0
MYSM1	72.4193	13.038923
KAT8	122.2283	43.2673
KAT7	0	11.6521
KAT6A	24.559264408	26.35683221378
KAT6B	15.0196	12.8648
MYT1L	0	0
MYT1	0	0
MZF1	65.6185	0
N4BP1	22.2513	20.405
N4BP2L1	27.564176	35.59599
N4BP2L2	98.9269	41.7629
N4BP2	0	0
N4BP3	5.09371	0
N6AMT1	19.29341205549	0
N6AMT2	0	0
NAA10	63.9781	40.6122
NAA11	0	0
NAA15	8.1795	8.71687
NAA16	29.5818	0
NAA20	24.0828823228	72.4824
NAA25	15.7028	6.263353
NAA30	0	0
NAA35	27.3363	0
LSM8	0	38.2135
NAA40	38.0712007811	0
NAA50	6.96568	45.353
NAAA	160.8271	63.4815
NAALAD2	0	0
NAALADL1	8.71021	0
NAALADL2	0	0
NAB1	22.0726	4.2362
NAB2	8.62529	6.01145
NACA2	0	0
NACAD	0	0
NACA	854.14278	1538.502
NACC1	15.2741	10.8055
NACC2	67.2683	7.88812
NADK	237.00760729	67.56021652
NADSYN1	68.0177	33.6207
NAE1	16.6127	19.2859
NAF1	0	0
NAGA	62.75112	39.15079
NAGK	209.6629	73.5111
NAGLU	16.7922	11.7147
NAGPA	53.7798	36.8347
NAGS	0	0
NAIF1	16.33063	4.7778
NAIP	32.070422397	25.0581
NALCN	8.30158	0
NAMPT	22.55179	35.3105
NANOG	0	0
NANOS1	4.93572	0
NANOS2	0	0
NANOS3	0	0
NANP	7.80318	0
NANS	40.4572	18.4978
NAP1L1	231.4283	576.6996633631
NAP1L2	13.2732	6.44765
NAP1L3	0	6.08001
NAP1L4	100.8112	27.8218
NAP1L5	0	0
NAPA	173.3203	110.261
NAPB	30.0740285341	5.98222
NAPEPLD	0	3.19081
NAPG	0	4.62313
NAPRT	89.47590307959	97.2505
NAPSA	0	0
NAPSB	168.355	250.174
NARFL	34.1441	0
NARF	50.4828	22.676420786
ICE2	15.430600063656	20.91237
NARS2	0	8.08346
NARS	81.401	40.53836
NASP	21.47018	37.08148
NAT10	42.0808	29.6534
NAT14	0	0
NAA60	20.0586	69.49084798
NAT1	13.3856	0
NAT2	0	0
NAT6	12.6942	0
NAT8B	0	0
NAT8L	0	0
NAT8	0	0
NAT9	64.1497	17.5754
NAV1	0	6.27562
NAV2	0	0
NAV3	4.6030587	0
NBAS	5.11137	24.7082
NBEAL1	4.96367	0
NBEAL2	310.7821	44.12646
NBEA	2.07957	0
NBL1	0	8.1105330998243
NBN	4.96635643209	3.515438327106
NBPF10	1136.66206	280.972942
NBPF14	847.672	0
NBPF15	33.1023	0
NBPF3	7.14924688	4.63653
NBPF4	0	0
NBPF6	0	0
NBPF9	232.6009	0
NBR1	82.0760192	49.239061726
NBR2	18.1534	0
NCALD	0	13.636800450058
NCAM1	21.091532	0
NCAM2	0	0
NCAN	0	0
NCAPD2	24.034998784	38.452632766
NCAPD3	8.2144262517	5.83562258576
NCAPG2	0	7.20255
NCAPG	0	0
NCAPH2	23.252129	40.015795
NCAPH	19.0658	0
NCBP1	16.1963	6.00318
NCBP2	44.1779	30.3980405
NCCRP1	0	0
NCDN	6.874750190628	14.6493
NCEH1	16.0112	3.779969173
NCF1B	126.335	0
NCF1C	194.867	49.2939
NCF1	473.087	249.607
NCF2	285.415	285.006002844263
NCF4	106.048	59.3413
NCK1	14.6247	49.7134
NCK2	71.8003	124.1336
NCKAP1L	110.062	107.673
NCKAP1	0	3.5045534
NCKAP5L	13.9569	13.505
NCKAP5	0	8.57306
NCKIPSD	7.9181049	16.60515446
NCLN	27.64373	38.438
NCL	206.524	347.88
NCOA1	19.67327693	11.672
NCOA2	27.2365	5.23751
NCOA3	36.9934535	26.2971
NCOA4	234.43687	127.655
NCOA5	55.195	5.3535
NCOA6	15.9926	25.0924
NCOA7	28.63373	24.35254
NCOR1	98.5667742183	80.1641
NCOR2	55.00713	72.4772330801832
NCR1	65.883700685029	0
NCR2	0	0
NCR3	181.936	60.3754
LINC00028	0	0
LINC00032	0	0
LINC00051	0	0
LINC00052	0	0
BBIP1	19.2766	12.7006
SPACA6	0	0
LINC00092	0	0
LINC00094	4.02229	8.40261
FBXL19-AS1	0	0
KCNIP4-IT1	0	0
LINC00112	0	0
LINC00113	0	0
LINC00114	44.464	0
LINC00115	0	0
NPHP3-AS1	0	0
LINC00158	0	0
LINC00160	0	0
LINC00161	0	0
LINC00162	0	0
ANKRD30BL	0	0
ZNRD1-AS1	0	0
LINC00173	0	0
LINC00174	10.3422	3.657
COL18A1-AS1	0	0
A1BG-AS1	0	9.59092
FTX	10.0066	14.2846
JPX	49.0915	8.25618
LRRC75A-AS1	193.673	580.9501
LINC00189	0	0
LINC00200	0	0
LINC00202-1	0	0
ITPK1-AS1	0	0
FAM223A	0	0
NCS1	0	0
NCSTN	112.516	66.2246
NDC80	0	0
NDE1	48.7087	25.48257
NDEL1	49.830210633	27.62830215522
NDFIP1	38.4743	45.1099
NDFIP2	0	0
NSMCE3	29.23	59.619
NDN	12.687	0
NDOR1	47.23336964	3.42079
NDP	0	0
NDRG1	115.9182	30.456
NDRG2	34.9897043414	9.00758
NDRG3	8.6590559903	44.4651571875
NDRG4	0	0
NDST1	17.01599118	13.7962655164
NDST2	50.46322	0
NDST3	0	0
NDST4	0	0
NDUFA10	66.6566	100.8147
NDUFA11	101.548	106.677
NDUFA12	97.989	87.614
NDUFA13	219.0794	108.52459
NDUFA1	65.1527	73.4249
NDUFA2	352.327	59.7178
NDUFA3	211.774	105.342
NDUFA4L2	0	0
NDUFA4	97.9503	62.0207
NDUFA5	0	81.3278
NDUFA6	63.9615	42.3258
NDUFA7	56.7941	32.9329
NDUFA8	0	0
NDUFA9	93.2693	19.8033
NDUFAB1	127.989	52.0426
NDUFAF1	16.8918	11.3786
NDUFAF2	0	47.8398
NDUFAF3	59.1848	60.1899
NDUFAF4	0	22.7087
NDUFB10	120.33	246.9545
NDUFB11	23.3458	137.927
NDUFB1	325.496	43.5024
NDUFB2	127.306	144.202
NDUFB3	72.8249	0
NDUFB4	116.582	269.002
NDUFB5	96.96500346685	79.2851
NDUFB6	30.8728	20.8351
NDUFB7	111.865	292.779
NDUFB8	344.101	175.855
NDUFB9	154.555	263.119
NDUFC1	83.2106	44.2241
NDUFC2	19.0481	52.9034
NDUFS1	7.5531900882506	19.5372
NDUFS2	80.2097	56.85234
NDUFS3	128.0988	105.4966
NDUFS4	125.094	102.092
NDUFS5	182.07	277.761
NDUFS6	57.3835	199.238
NDUFS7	34.5903018221	65.2242
NDUFS8	81.1025123852	42.9806548
NDUFV1	176.273512	95.35646
NDUFV2	90.8433	77.3925
NDUFV3	0	30.7635
NEAT1	622.7016	9.43812
NEBL	0	0
NEB	0	0
NECAB1	0	0
NECAB2	0	0
NECAB3	25.6829878	0
NECAP1	0	6.49742
NECAP2	95.3692	86.734787
NEDD1	19.076700373695	4.4744
NEDD4L	2.7115831018196	4.359710126417
NEDD4	0	0
NEDD8	230.667	194.489
NEDD9	5.03802	10.6947
NEFH	0	0
NEFL	6.42915	13.5674
NEFM	0	0
NEGR1	0	0
NEIL1	67.0498	0
NEIL2	11.8255	8.13278
NEIL3	0	0
NEK10	0	0
NEK11	0	0
NEK1	0	6.05197924
NEK2	0	0
NEK3	0	0
NEK4	27.3588	4.71999
NEK5	0	0
NEK6	9.60678	33.3403
NEK7	11.1028	31.3566
NEK8	0	12.0116
NEK9	41.2613	24.3807
NSMF	75.1215	31.5611
NELL1	0	0
NELL2	7.217990545148	61.9949900752064
NENF	0	57.3506
NEO1	3.78271	2.69101
NES	0	0
NET1	21.8536	5.10571
NETO1	0	0
NETO2	0	0
NEU1	25.5498	16.5346
NEU2	0	0
NEU3	18.5217	0
NEU4	0	0
NEURL1B	0	0
NEURL2	19.8653	0
NEURL3	0	0
NEURL4	34.10898	9.34807
NEURL1	26.5317	0
NEUROD1	0	0
NEUROD2	0	7.81088
NEUROD4	0	0
NEUROD6	0	0
NEUROG1	0	0
NEUROG2	0	0
NEUROG3	0	0
NEXN	0	9.56225
NF1P9	0	0
NF1	35.28802	0
NF2	15.1012	7.78896
NFAM1	154.015	34.5598
NFASC	0	0
NFAT5	36.5503	3.36172
NFATC1	26.336700260001	32.3993
NFATC2IP	59.6132	25.65953
NFATC2	36.6278	6.88922
NFATC3	62.2815	32.905
NFATC4	12.137	0
NFE2L1	50.9606	14.034336183564
NFE2L2	17.19672046	23.973639045
NFE2L3	24.8359	4.37167
NFE2	99.5626	70.1653297
NFIA	0	4.17084
NFIB	0	0
NFIC	26.41223	51.3923
NFIL3	34.2498	23.5945
NFIX	12.490923128911	8.871580362791
NFKB1	55.8148	31.73042
NFKB2	84.007224	10.69085572
NFKBIA	83.066063227	337.466
NFKBIB	42.3552	56.0881
NFKBID	13.1002	0
NFKBIE	27.2465	12.6355
NFKBIL1	0	12.5185
TONSL	5.31008	4.55612
NFKBIZ	81.12660175144	13.1798
NFRKB	40.58521167016	0
NFS1	10.6729310265	21.98043
NFU1	54.923	61.6554
NFX1	27.5176	19.13473
NFXL1	0	0
NFYA	14.5702	13.14970244838
NFYB	0	4.65949
NFYC	119.9539	23.8249
NGB	0	0
NGDN	0	29.3028
NGEF	0	0
NGFRAP1	0	19.0033
NGFR	0	0
NGF	0	0
NGLY1	0	40.6524
NGRN	18.3797	28.0495
SLC9B1	0	0
SLC9B2	9.42262	0
NHEJ1	0	7.80726
NHLH1	0	0
NHLH2	0	0
NHLRC1	22.2476	0
NHLRC2	0	0
NHLRC3	25.26578	0
NHLRC4	11.6573	0
SNU13	65.3708	83.5947
NHP2	73.4293	119.263
NHSL1	0	0
NHSL2	31.3263	10.007
NHS	0	0
NICN1	33.9172	24.20342
NID1	23.1758	4.7702
NID2	0	0
NIF3L1	34.4949	13.0496
NINJ1	155.98	64.9829
NINJ2	24.1618	0
NINL	14.7122	0
NIN	34.7652	13.7924839
NIP7	21.7232	8.0307
NIPA1	3.54563	2.52491
NIPA2	31.487	29.0325
NIPAL1	10.8297	0
NIPAL2	0	0
NIPAL3	27.885	19.01087
NIPAL4	0	0
NIPBL	20.5347	23.3315
NIPSNAP1	23.2045	59.4379
NIPSNAP3A	70.6162	30.2989
NIPSNAP3B	4.69976	0
NISCH	62.43477865386	44.7684458433
NIT1	46.035	24.441326
NIT2	0	26.2061
NKAIN1	0	0
NKAIN2	0	0
NKAIN4	0	0
NKAPL	0	0
NKAP	15.4846	52.4523
NKD1	0	0
NKD2	0	0
NKG7	847.651	598.759
NKIRAS1	0	0
NKIRAS2	49.6735	14.2068
NKPD1	0	0
NKRF	7.20154	20.1972
NKTR	79.1864264	2.80828
NKX1-2	0	0
NKX2-1	0	0
NKX2-2	0	0
NKX2-3	0	0
NKX2-4	0	0
NKX2-5	0	0
NKX2-6	0	0
NKX2-8	0	0
NKX3-1	0	4.95083
NKX3-2	0	0
NKX6-1	0	0
NKX6-2	0	0
NKX6-3	0	0
NLE1	0	6.64314
NLGN1	0	0
NLGN2	0	3.48261
NLGN3	0	0
NLGN4X	0	0
NLGN4Y	0	0
NLK	34.571	7.93508
NLN	20.3539	0
NLRC3	50.0169	16.0176
NLRC4	6.9130681	12.1292642
NLRC5	230.4034	38.317261125
NLRP10	0	0
NLRP11	0	0
NLRP12	43.7103	25.0018
NLRP13	0	0
NLRP14	0	4.23844
NLRP1	214.320000660587	28.30763
NLRP2	0	0
NLRP3	23.9033	4.21166
NLRP4	0	0
NLRP5	0	0
NLRP6	8.74183	6.09003
NLRP7	0	0
NLRP8	0	0
NLRP9	0	0
NLRX1	27.0466	8.71945904
NMBR	0	0
NMB	0	0
NMD3	19.8516	24.5816800454
NME1-NME2	0	0
NME1	66.4777	41.9985
NME2	397.777	428.901
NME3	101.995000592071	116.182
NME4	51.4124	16.7189
NME5	0	0
NME6	27.5981945	35.6354396
NME7	4.48897	10.3883
NMI	82.9391	33.5626
NMNAT1	26.3456	0
NMNAT2	0	0
NMNAT3	0	0
NMRAL1	66.6601	29.3028
NMS	0	0
NMT1	138.3612	65.372
NMT2	16.864	9.96196
NMUR1	28.2903	4.96158
NMUR2	0	0
NMU	0	0
NNAT	0	0
NNMT	0	0
NNT	24.5908	27.85472761
NOB1	14.0935	57.6146
NOBOX	0	0
NOC2L	58.34895	40.717575
NOC3L	10.6217	14.6828
NOC4L	14.8805	10.106
NOD1	10.171	10.7933
NOD2	125.6987	32.15367
NODAL	0	0
NOG	12.6652	8.68006
NOL10	0	14.5596
NOL11	10.8138	7.46823
NOL12	28.3412	91.2231
NOL3	0	0
NOL4	0	0
NOL6	43.6695836	7.14464
NOL7	30.406	77.6743
NOL8	26.5062	7.54869592
NOL9	8.233593466	0
NOLC1	34.9853	42.34260877
NOM1	7.46231	4.14795
NOMO1	6.49828e-07	21.6932
NOMO2	65.0222	43.0362
NOMO3	15.5362	3.83556e-06
NONO	251.7951	188.9108
NOP10	56.7941	65.8658
NOP14	77.8134	5.8724
NOP16	113.297	32.8652
NOP2	158.9857	0
NOP56	86.4774	25.4328
NOP58	33.0402	58.5062
NOS1AP	0	0
NOS1	0	0
NOS2	0	0
NOS3	0	4.24632
NOSIP	308.0863	206.899
NOSTRIN	0	0
NOTCH1	61.8966	13.841
NOTCH2NL	42.9572	65.4011
NOTCH2	80.4222	35.2275
NOTCH3	0	0
NOTCH4	0	0
NOTO	0	0
NOTUM	0	0
NOVA1	0	0
NOVA2	0	0
NOV	0	0
NOX1	0	0
NOX3	0	0
NOX4	0	0
NOX5	0	0
NOXA1	33.5531	0
NOXO1	0	0
NPAS1	0	0
NPAS2	0	0
NPAS3	0	0
NPAS4	0	0
NPAT	19.1063	30.41093
NPBWR1	0	0
NPBWR2	0	0
NPB	0	0
NPC1L1	0	0
NPC1	23.6952	8.63244
NPC2	412.638	270.5048
NPDC1	31.9998	10.8168
NPEPL1	134.1956	22.4676
NPEPPS	70.7312	36.1018
NPFFR1	0	0
NPFFR2	0	0
NPFF	0	0
NPHP1	0	0
NPHP3	39.3447	9.05519
NPHP4	16.837	0
NPHS1	0	0
NPHS2	0	0
NPIPB4	373.7460141855	0
NPIPA1	64.9456	0
NPLOC4	95.5221	62.9103
NPL	44.166	74.3258
NPM1	392.016916841	650.189
NPM2	0	0
NPM3	0	0
NPNT	0	0
NPPA	0	0
NPPB	0	0
NPPC	0	0
NPR1	0	0
NPR2	0	0
NPR3	0	6.16755
NPRL2	125.9822	0
NPRL3	86.1084	24.4108
NPSR1	0	0
NPS	0	0
NPTN	56.787802	54.7839269
NPTX1	0	0
NPTX2	0	0
NPTXR	3.90285	5.55011
NPVF	0	0
NPW	0	0
NPY1R	0	0
NPY2R	0	0
NPY5R	0	0
NPY6R	0	0
NPY	0	0
NQO1	0	0
NQO2	22.2648	0
NR0B1	0	0
NR0B2	0	0
NR1D1	8.82841	18.4433
NR1D2	13.5135	15.9732
NR1H2	69.106	62.1819
NR1H3	40.9061	22.8113
NR1H4	0	0
NR1I2	0	0
NR1I3	0	0
NR2C1	62.9917	0
NR2C2AP	19.2097	0
NR2C2	23.6578729	13.61774931
NR2E1	0	0
NR2E3	0	0
NR2F1	0	0
NR2F2	0	0
NR2F6	13.3452	18.2412
NR3C1	39.29230270218	26.64255459
NR3C2	12.6965	9.01492
NR4A1	19.82969	0
NR4A2	0	45.61132
NR4A3	0	0
NR5A1	0	0
NR5A2	0	0
NR6A1	0	0
NRAP	0	0
NRARP	0	0
NRAS	0	25.3842
NRBF2	53.1565	18.1686
NRBP1	53.9109	67.0263
NRBP2	16.0665	6.34533
NRCAM	0	5.128684410313
NRDC	78.29934319	61.32720748481
